"","YEAR","SIDE_QUAD","SITE_TRANSECT","SCIENTIFIC_NAME","OCC"
"8677",2015,"40_O","AQUE_1","Rhodophyta",0
"8678",2016,"40_O","AQUE_1","Rhodophyta",0
"8679",2017,"40_O","AQUE_1","Rhodophyta",0
"8680",2018,"40_O","AQUE_1","Rhodophyta",0
"8681",2019,"40_O","AQUE_1","Rhodophyta",0
"8682",2020,"40_O","AQUE_1","Rhodophyta",0
"8683",2021,"40_O","AQUE_1","Rhodophyta",0
"8684",2022,"40_O","AQUE_1","Rhodophyta",0
"8685",2001,"20_I","AQUE_1","Rhodymenia californica",0
"8686",2002,"20_I","AQUE_1","Rhodymenia californica",0
"8687",2003,"20_I","AQUE_1","Rhodymenia californica",0
"8688",2004,"20_I","AQUE_1","Rhodymenia californica",1
"8689",2005,"20_I","AQUE_1","Rhodymenia californica",0
"8690",2006,"20_I","AQUE_1","Rhodymenia californica",1
"8691",2007,"20_I","AQUE_1","Rhodymenia californica",1
"8692",2008,"20_I","AQUE_1","Rhodymenia californica",1
"8693",2009,"20_I","AQUE_1","Rhodymenia californica",1
"8694",2010,"20_I","AQUE_1","Rhodymenia californica",0
"8695",2011,"20_I","AQUE_1","Rhodymenia californica",0
"8696",2012,"20_I","AQUE_1","Rhodymenia californica",0
"8697",2013,"20_I","AQUE_1","Rhodymenia californica",0
"8698",2014,"20_I","AQUE_1","Rhodymenia californica",0
"8699",2015,"20_I","AQUE_1","Rhodymenia californica",1
"8700",2016,"20_I","AQUE_1","Rhodymenia californica",0
"8701",2017,"20_I","AQUE_1","Rhodymenia californica",0
"8702",2018,"20_I","AQUE_1","Rhodymenia californica",0
"8703",2019,"20_I","AQUE_1","Rhodymenia californica",0
"8704",2020,"20_I","AQUE_1","Rhodymenia californica",0
"8705",2021,"20_I","AQUE_1","Rhodymenia californica",0
"8706",2022,"20_I","AQUE_1","Rhodymenia californica",0
"8707",2001,"20_O","AQUE_1","Rhodymenia californica",0
"8708",2002,"20_O","AQUE_1","Rhodymenia californica",1
"8709",2003,"20_O","AQUE_1","Rhodymenia californica",0
"8710",2004,"20_O","AQUE_1","Rhodymenia californica",1
"8711",2005,"20_O","AQUE_1","Rhodymenia californica",0
"8712",2006,"20_O","AQUE_1","Rhodymenia californica",1
"8713",2007,"20_O","AQUE_1","Rhodymenia californica",1
"8714",2008,"20_O","AQUE_1","Rhodymenia californica",1
"8715",2009,"20_O","AQUE_1","Rhodymenia californica",1
"8716",2010,"20_O","AQUE_1","Rhodymenia californica",0
"8717",2011,"20_O","AQUE_1","Rhodymenia californica",0
"8718",2012,"20_O","AQUE_1","Rhodymenia californica",0
"8719",2013,"20_O","AQUE_1","Rhodymenia californica",0
"8720",2014,"20_O","AQUE_1","Rhodymenia californica",0
"8721",2015,"20_O","AQUE_1","Rhodymenia californica",0
"8722",2016,"20_O","AQUE_1","Rhodymenia californica",0
"8723",2017,"20_O","AQUE_1","Rhodymenia californica",0
"8724",2018,"20_O","AQUE_1","Rhodymenia californica",0
"8725",2019,"20_O","AQUE_1","Rhodymenia californica",0
"8726",2020,"20_O","AQUE_1","Rhodymenia californica",0
"8727",2021,"20_O","AQUE_1","Rhodymenia californica",0
"8728",2022,"20_O","AQUE_1","Rhodymenia californica",0
"8729",2001,"40_I","AQUE_1","Rhodymenia californica",0
"8730",2002,"40_I","AQUE_1","Rhodymenia californica",0
"8731",2003,"40_I","AQUE_1","Rhodymenia californica",0
"8732",2004,"40_I","AQUE_1","Rhodymenia californica",0
"8733",2005,"40_I","AQUE_1","Rhodymenia californica",0
"8734",2006,"40_I","AQUE_1","Rhodymenia californica",0
"8735",2007,"40_I","AQUE_1","Rhodymenia californica",0
"8736",2008,"40_I","AQUE_1","Rhodymenia californica",1
"8737",2009,"40_I","AQUE_1","Rhodymenia californica",1
"8738",2010,"40_I","AQUE_1","Rhodymenia californica",0
"8739",2011,"40_I","AQUE_1","Rhodymenia californica",0
"8740",2012,"40_I","AQUE_1","Rhodymenia californica",0
"8741",2013,"40_I","AQUE_1","Rhodymenia californica",0
"8742",2014,"40_I","AQUE_1","Rhodymenia californica",0
"8743",2015,"40_I","AQUE_1","Rhodymenia californica",0
"8744",2016,"40_I","AQUE_1","Rhodymenia californica",0
"8745",2017,"40_I","AQUE_1","Rhodymenia californica",0
"8746",2018,"40_I","AQUE_1","Rhodymenia californica",0
"8747",2019,"40_I","AQUE_1","Rhodymenia californica",0
"8748",2020,"40_I","AQUE_1","Rhodymenia californica",0
"8749",2021,"40_I","AQUE_1","Rhodymenia californica",0
"8750",2022,"40_I","AQUE_1","Rhodymenia californica",0
"8751",2001,"40_O","AQUE_1","Rhodymenia californica",0
"8752",2002,"40_O","AQUE_1","Rhodymenia californica",0
"8753",2003,"40_O","AQUE_1","Rhodymenia californica",0
"8754",2004,"40_O","AQUE_1","Rhodymenia californica",1
"8755",2005,"40_O","AQUE_1","Rhodymenia californica",0
"8756",2006,"40_O","AQUE_1","Rhodymenia californica",0
"8757",2007,"40_O","AQUE_1","Rhodymenia californica",1
"8758",2008,"40_O","AQUE_1","Rhodymenia californica",1
"8759",2009,"40_O","AQUE_1","Rhodymenia californica",1
"8760",2010,"40_O","AQUE_1","Rhodymenia californica",0
"8761",2011,"40_O","AQUE_1","Rhodymenia californica",0
"8762",2012,"40_O","AQUE_1","Rhodymenia californica",0
"8763",2013,"40_O","AQUE_1","Rhodymenia californica",0
"8764",2014,"40_O","AQUE_1","Rhodymenia californica",0
"8765",2015,"40_O","AQUE_1","Rhodymenia californica",0
"8766",2016,"40_O","AQUE_1","Rhodymenia californica",0
"8767",2017,"40_O","AQUE_1","Rhodymenia californica",0
"8768",2018,"40_O","AQUE_1","Rhodymenia californica",0
"8769",2019,"40_O","AQUE_1","Rhodymenia californica",0
"8770",2020,"40_O","AQUE_1","Rhodymenia californica",0
"8771",2021,"40_O","AQUE_1","Rhodymenia californica",0
"8772",2022,"40_O","AQUE_1","Rhodymenia californica",0
"8773",2001,"20_I","AQUE_1","Sabellidae spp.",0
"8774",2002,"20_I","AQUE_1","Sabellidae spp.",0
"8775",2003,"20_I","AQUE_1","Sabellidae spp.",0
"8776",2004,"20_I","AQUE_1","Sabellidae spp.",0
"8777",2005,"20_I","AQUE_1","Sabellidae spp.",0
"8778",2006,"20_I","AQUE_1","Sabellidae spp.",0
"8779",2007,"20_I","AQUE_1","Sabellidae spp.",0
"8780",2008,"20_I","AQUE_1","Sabellidae spp.",0
"8781",2009,"20_I","AQUE_1","Sabellidae spp.",0
"8782",2010,"20_I","AQUE_1","Sabellidae spp.",0
"8783",2011,"20_I","AQUE_1","Sabellidae spp.",0
"8784",2012,"20_I","AQUE_1","Sabellidae spp.",0
"8785",2013,"20_I","AQUE_1","Sabellidae spp.",0
"8786",2014,"20_I","AQUE_1","Sabellidae spp.",0
"8787",2015,"20_I","AQUE_1","Sabellidae spp.",0
"8788",2016,"20_I","AQUE_1","Sabellidae spp.",0
"8789",2017,"20_I","AQUE_1","Sabellidae spp.",0
"8790",2018,"20_I","AQUE_1","Sabellidae spp.",0
"8791",2019,"20_I","AQUE_1","Sabellidae spp.",0
"8792",2020,"20_I","AQUE_1","Sabellidae spp.",0
"8793",2021,"20_I","AQUE_1","Sabellidae spp.",0
"8794",2022,"20_I","AQUE_1","Sabellidae spp.",0
"8795",2001,"20_O","AQUE_1","Sabellidae spp.",0
"8796",2002,"20_O","AQUE_1","Sabellidae spp.",0
"8797",2003,"20_O","AQUE_1","Sabellidae spp.",0
"8798",2004,"20_O","AQUE_1","Sabellidae spp.",0
"8799",2005,"20_O","AQUE_1","Sabellidae spp.",0
"8800",2006,"20_O","AQUE_1","Sabellidae spp.",0
"8801",2007,"20_O","AQUE_1","Sabellidae spp.",0
"8802",2008,"20_O","AQUE_1","Sabellidae spp.",0
"8803",2009,"20_O","AQUE_1","Sabellidae spp.",1
"8804",2010,"20_O","AQUE_1","Sabellidae spp.",0
"8805",2011,"20_O","AQUE_1","Sabellidae spp.",0
"8806",2012,"20_O","AQUE_1","Sabellidae spp.",0
"8807",2013,"20_O","AQUE_1","Sabellidae spp.",0
"8808",2014,"20_O","AQUE_1","Sabellidae spp.",0
"8809",2015,"20_O","AQUE_1","Sabellidae spp.",0
"8810",2016,"20_O","AQUE_1","Sabellidae spp.",0
"8811",2017,"20_O","AQUE_1","Sabellidae spp.",0
"8812",2018,"20_O","AQUE_1","Sabellidae spp.",0
"8813",2019,"20_O","AQUE_1","Sabellidae spp.",0
"8814",2020,"20_O","AQUE_1","Sabellidae spp.",0
"8815",2021,"20_O","AQUE_1","Sabellidae spp.",0
"8816",2022,"20_O","AQUE_1","Sabellidae spp.",0
"8817",2001,"40_I","AQUE_1","Sabellidae spp.",0
"8818",2002,"40_I","AQUE_1","Sabellidae spp.",0
"8819",2003,"40_I","AQUE_1","Sabellidae spp.",0
"8820",2004,"40_I","AQUE_1","Sabellidae spp.",0
"8821",2005,"40_I","AQUE_1","Sabellidae spp.",1
"8822",2006,"40_I","AQUE_1","Sabellidae spp.",0
"8823",2007,"40_I","AQUE_1","Sabellidae spp.",0
"8824",2008,"40_I","AQUE_1","Sabellidae spp.",0
"8825",2009,"40_I","AQUE_1","Sabellidae spp.",0
"8826",2010,"40_I","AQUE_1","Sabellidae spp.",0
"8827",2011,"40_I","AQUE_1","Sabellidae spp.",0
"8828",2012,"40_I","AQUE_1","Sabellidae spp.",0
"8829",2013,"40_I","AQUE_1","Sabellidae spp.",0
"8830",2014,"40_I","AQUE_1","Sabellidae spp.",0
"8831",2015,"40_I","AQUE_1","Sabellidae spp.",0
"8832",2016,"40_I","AQUE_1","Sabellidae spp.",0
"8833",2017,"40_I","AQUE_1","Sabellidae spp.",0
"8834",2018,"40_I","AQUE_1","Sabellidae spp.",0
"8835",2019,"40_I","AQUE_1","Sabellidae spp.",0
"8836",2020,"40_I","AQUE_1","Sabellidae spp.",0
"8837",2021,"40_I","AQUE_1","Sabellidae spp.",0
"8838",2022,"40_I","AQUE_1","Sabellidae spp.",0
"8839",2001,"40_O","AQUE_1","Sabellidae spp.",0
"8840",2002,"40_O","AQUE_1","Sabellidae spp.",0
"8841",2003,"40_O","AQUE_1","Sabellidae spp.",0
"8842",2004,"40_O","AQUE_1","Sabellidae spp.",0
"8843",2005,"40_O","AQUE_1","Sabellidae spp.",0
"8844",2006,"40_O","AQUE_1","Sabellidae spp.",0
"8845",2007,"40_O","AQUE_1","Sabellidae spp.",0
"8846",2008,"40_O","AQUE_1","Sabellidae spp.",0
"8847",2009,"40_O","AQUE_1","Sabellidae spp.",0
"8848",2010,"40_O","AQUE_1","Sabellidae spp.",0
"8849",2011,"40_O","AQUE_1","Sabellidae spp.",0
"8850",2012,"40_O","AQUE_1","Sabellidae spp.",0
"8851",2013,"40_O","AQUE_1","Sabellidae spp.",0
"8852",2014,"40_O","AQUE_1","Sabellidae spp.",0
"8853",2015,"40_O","AQUE_1","Sabellidae spp.",0
"8854",2016,"40_O","AQUE_1","Sabellidae spp.",0
"8855",2017,"40_O","AQUE_1","Sabellidae spp.",0
"8856",2018,"40_O","AQUE_1","Sabellidae spp.",0
"8857",2019,"40_O","AQUE_1","Sabellidae spp.",0
"8858",2020,"40_O","AQUE_1","Sabellidae spp.",0
"8859",2021,"40_O","AQUE_1","Sabellidae spp.",0
"8860",2022,"40_O","AQUE_1","Sabellidae spp.",0
"8861",2001,"20_I","AQUE_1","Salmacina tribranchiata",0
"8862",2002,"20_I","AQUE_1","Salmacina tribranchiata",0
"8863",2003,"20_I","AQUE_1","Salmacina tribranchiata",0
"8864",2004,"20_I","AQUE_1","Salmacina tribranchiata",0
"8865",2005,"20_I","AQUE_1","Salmacina tribranchiata",0
"8866",2006,"20_I","AQUE_1","Salmacina tribranchiata",0
"8867",2007,"20_I","AQUE_1","Salmacina tribranchiata",0
"8868",2008,"20_I","AQUE_1","Salmacina tribranchiata",0
"8869",2009,"20_I","AQUE_1","Salmacina tribranchiata",0
"8870",2010,"20_I","AQUE_1","Salmacina tribranchiata",0
"8871",2011,"20_I","AQUE_1","Salmacina tribranchiata",0
"8872",2012,"20_I","AQUE_1","Salmacina tribranchiata",0
"8873",2013,"20_I","AQUE_1","Salmacina tribranchiata",0
"8874",2014,"20_I","AQUE_1","Salmacina tribranchiata",0
"8875",2015,"20_I","AQUE_1","Salmacina tribranchiata",0
"8876",2016,"20_I","AQUE_1","Salmacina tribranchiata",1
"8877",2017,"20_I","AQUE_1","Salmacina tribranchiata",0
"8878",2018,"20_I","AQUE_1","Salmacina tribranchiata",0
"8879",2019,"20_I","AQUE_1","Salmacina tribranchiata",0
"8880",2020,"20_I","AQUE_1","Salmacina tribranchiata",0
"8881",2021,"20_I","AQUE_1","Salmacina tribranchiata",0
"8882",2022,"20_I","AQUE_1","Salmacina tribranchiata",0
"8883",2001,"20_O","AQUE_1","Salmacina tribranchiata",0
"8884",2002,"20_O","AQUE_1","Salmacina tribranchiata",0
"8885",2003,"20_O","AQUE_1","Salmacina tribranchiata",0
"8886",2004,"20_O","AQUE_1","Salmacina tribranchiata",0
"8887",2005,"20_O","AQUE_1","Salmacina tribranchiata",0
"8888",2006,"20_O","AQUE_1","Salmacina tribranchiata",0
"8889",2007,"20_O","AQUE_1","Salmacina tribranchiata",0
"8890",2008,"20_O","AQUE_1","Salmacina tribranchiata",0
"8891",2009,"20_O","AQUE_1","Salmacina tribranchiata",0
"8892",2010,"20_O","AQUE_1","Salmacina tribranchiata",0
"8893",2011,"20_O","AQUE_1","Salmacina tribranchiata",0
"8894",2012,"20_O","AQUE_1","Salmacina tribranchiata",0
"8895",2013,"20_O","AQUE_1","Salmacina tribranchiata",0
"8896",2014,"20_O","AQUE_1","Salmacina tribranchiata",0
"8897",2015,"20_O","AQUE_1","Salmacina tribranchiata",0
"8898",2016,"20_O","AQUE_1","Salmacina tribranchiata",0
"8899",2017,"20_O","AQUE_1","Salmacina tribranchiata",0
"8900",2018,"20_O","AQUE_1","Salmacina tribranchiata",0
"8901",2019,"20_O","AQUE_1","Salmacina tribranchiata",0
"8902",2020,"20_O","AQUE_1","Salmacina tribranchiata",0
"8903",2021,"20_O","AQUE_1","Salmacina tribranchiata",0
"8904",2022,"20_O","AQUE_1","Salmacina tribranchiata",0
"8905",2001,"40_I","AQUE_1","Salmacina tribranchiata",0
"8906",2002,"40_I","AQUE_1","Salmacina tribranchiata",0
"8907",2003,"40_I","AQUE_1","Salmacina tribranchiata",0
"8908",2004,"40_I","AQUE_1","Salmacina tribranchiata",0
"8909",2005,"40_I","AQUE_1","Salmacina tribranchiata",0
"8910",2006,"40_I","AQUE_1","Salmacina tribranchiata",0
"8911",2007,"40_I","AQUE_1","Salmacina tribranchiata",0
"8912",2008,"40_I","AQUE_1","Salmacina tribranchiata",0
"8913",2009,"40_I","AQUE_1","Salmacina tribranchiata",0
"8914",2010,"40_I","AQUE_1","Salmacina tribranchiata",0
"8915",2011,"40_I","AQUE_1","Salmacina tribranchiata",0
"8916",2012,"40_I","AQUE_1","Salmacina tribranchiata",0
"8917",2013,"40_I","AQUE_1","Salmacina tribranchiata",0
"8918",2014,"40_I","AQUE_1","Salmacina tribranchiata",0
"8919",2015,"40_I","AQUE_1","Salmacina tribranchiata",0
"8920",2016,"40_I","AQUE_1","Salmacina tribranchiata",0
"8921",2017,"40_I","AQUE_1","Salmacina tribranchiata",0
"8922",2018,"40_I","AQUE_1","Salmacina tribranchiata",0
"8923",2019,"40_I","AQUE_1","Salmacina tribranchiata",0
"8924",2020,"40_I","AQUE_1","Salmacina tribranchiata",0
"8925",2021,"40_I","AQUE_1","Salmacina tribranchiata",0
"8926",2022,"40_I","AQUE_1","Salmacina tribranchiata",0
"8927",2001,"40_O","AQUE_1","Salmacina tribranchiata",0
"8928",2002,"40_O","AQUE_1","Salmacina tribranchiata",0
"8929",2003,"40_O","AQUE_1","Salmacina tribranchiata",0
"8930",2004,"40_O","AQUE_1","Salmacina tribranchiata",0
"8931",2005,"40_O","AQUE_1","Salmacina tribranchiata",0
"8932",2006,"40_O","AQUE_1","Salmacina tribranchiata",0
"8933",2007,"40_O","AQUE_1","Salmacina tribranchiata",0
"8934",2008,"40_O","AQUE_1","Salmacina tribranchiata",0
"8935",2009,"40_O","AQUE_1","Salmacina tribranchiata",0
"8936",2010,"40_O","AQUE_1","Salmacina tribranchiata",0
"8937",2011,"40_O","AQUE_1","Salmacina tribranchiata",0
"8938",2012,"40_O","AQUE_1","Salmacina tribranchiata",0
"8939",2013,"40_O","AQUE_1","Salmacina tribranchiata",0
"8940",2014,"40_O","AQUE_1","Salmacina tribranchiata",0
"8941",2015,"40_O","AQUE_1","Salmacina tribranchiata",0
"8942",2016,"40_O","AQUE_1","Salmacina tribranchiata",0
"8943",2017,"40_O","AQUE_1","Salmacina tribranchiata",0
"8944",2018,"40_O","AQUE_1","Salmacina tribranchiata",0
"8945",2019,"40_O","AQUE_1","Salmacina tribranchiata",0
"8946",2020,"40_O","AQUE_1","Salmacina tribranchiata",0
"8947",2021,"40_O","AQUE_1","Salmacina tribranchiata",0
"8948",2022,"40_O","AQUE_1","Salmacina tribranchiata",0
"8949",2001,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8950",2002,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8951",2003,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8952",2004,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8953",2005,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8954",2006,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8955",2007,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8956",2008,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8957",2009,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8958",2010,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8959",2011,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8960",2012,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8961",2013,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8962",2014,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8963",2015,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8964",2016,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8965",2017,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8966",2018,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8967",2019,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8968",2020,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8969",2021,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8970",2022,"20_I","AQUE_1","Sarcodiotheca furcata",0
"8971",2001,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8972",2002,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8973",2003,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8974",2004,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8975",2005,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8976",2006,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8977",2007,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8978",2008,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8979",2009,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8980",2010,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8981",2011,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8982",2012,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8983",2013,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8984",2014,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8985",2015,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8986",2016,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8987",2017,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8988",2018,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8989",2019,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8990",2020,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8991",2021,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8992",2022,"20_O","AQUE_1","Sarcodiotheca furcata",0
"8993",2001,"40_I","AQUE_1","Sarcodiotheca furcata",0
"8994",2002,"40_I","AQUE_1","Sarcodiotheca furcata",0
"8995",2003,"40_I","AQUE_1","Sarcodiotheca furcata",0
"8996",2004,"40_I","AQUE_1","Sarcodiotheca furcata",0
"8997",2005,"40_I","AQUE_1","Sarcodiotheca furcata",0
"8998",2006,"40_I","AQUE_1","Sarcodiotheca furcata",0
"8999",2007,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9000",2008,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9001",2009,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9002",2010,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9003",2011,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9004",2012,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9005",2013,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9006",2014,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9007",2015,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9008",2016,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9009",2017,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9010",2018,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9011",2019,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9012",2020,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9013",2021,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9014",2022,"40_I","AQUE_1","Sarcodiotheca furcata",0
"9015",2001,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9016",2002,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9017",2003,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9018",2004,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9019",2005,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9020",2006,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9021",2007,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9022",2008,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9023",2009,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9024",2010,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9025",2011,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9026",2012,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9027",2013,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9028",2014,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9029",2015,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9030",2016,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9031",2017,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9032",2018,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9033",2019,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9034",2020,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9035",2021,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9036",2022,"40_O","AQUE_1","Sarcodiotheca furcata",0
"9037",2001,"20_I","AQUE_1","Sargassum horneri",0
"9038",2002,"20_I","AQUE_1","Sargassum horneri",0
"9039",2003,"20_I","AQUE_1","Sargassum horneri",0
"9040",2004,"20_I","AQUE_1","Sargassum horneri",0
"9041",2005,"20_I","AQUE_1","Sargassum horneri",0
"9042",2006,"20_I","AQUE_1","Sargassum horneri",0
"9043",2007,"20_I","AQUE_1","Sargassum horneri",0
"9044",2008,"20_I","AQUE_1","Sargassum horneri",0
"9045",2009,"20_I","AQUE_1","Sargassum horneri",0
"9046",2010,"20_I","AQUE_1","Sargassum horneri",0
"9047",2011,"20_I","AQUE_1","Sargassum horneri",0
"9048",2012,"20_I","AQUE_1","Sargassum horneri",0
"9049",2013,"20_I","AQUE_1","Sargassum horneri",0
"9050",2014,"20_I","AQUE_1","Sargassum horneri",0
"9051",2015,"20_I","AQUE_1","Sargassum horneri",0
"9052",2016,"20_I","AQUE_1","Sargassum horneri",0
"9053",2017,"20_I","AQUE_1","Sargassum horneri",0
"9054",2018,"20_I","AQUE_1","Sargassum horneri",0
"9055",2019,"20_I","AQUE_1","Sargassum horneri",0
"9056",2020,"20_I","AQUE_1","Sargassum horneri",0
"9057",2021,"20_I","AQUE_1","Sargassum horneri",1
"9058",2022,"20_I","AQUE_1","Sargassum horneri",0
"9059",2001,"20_O","AQUE_1","Sargassum horneri",0
"9060",2002,"20_O","AQUE_1","Sargassum horneri",0
"9061",2003,"20_O","AQUE_1","Sargassum horneri",0
"9062",2004,"20_O","AQUE_1","Sargassum horneri",0
"9063",2005,"20_O","AQUE_1","Sargassum horneri",0
"9064",2006,"20_O","AQUE_1","Sargassum horneri",0
"9065",2007,"20_O","AQUE_1","Sargassum horneri",0
"9066",2008,"20_O","AQUE_1","Sargassum horneri",0
"9067",2009,"20_O","AQUE_1","Sargassum horneri",0
"9068",2010,"20_O","AQUE_1","Sargassum horneri",0
"9069",2011,"20_O","AQUE_1","Sargassum horneri",0
"9070",2012,"20_O","AQUE_1","Sargassum horneri",0
"9071",2013,"20_O","AQUE_1","Sargassum horneri",0
"9072",2014,"20_O","AQUE_1","Sargassum horneri",0
"9073",2015,"20_O","AQUE_1","Sargassum horneri",0
"9074",2016,"20_O","AQUE_1","Sargassum horneri",0
"9075",2017,"20_O","AQUE_1","Sargassum horneri",0
"9076",2018,"20_O","AQUE_1","Sargassum horneri",0
"9077",2019,"20_O","AQUE_1","Sargassum horneri",0
"9078",2020,"20_O","AQUE_1","Sargassum horneri",1
"9079",2021,"20_O","AQUE_1","Sargassum horneri",0
"9080",2022,"20_O","AQUE_1","Sargassum horneri",0
"9081",2001,"40_I","AQUE_1","Sargassum horneri",0
"9082",2002,"40_I","AQUE_1","Sargassum horneri",0
"9083",2003,"40_I","AQUE_1","Sargassum horneri",0
"9084",2004,"40_I","AQUE_1","Sargassum horneri",0
"9085",2005,"40_I","AQUE_1","Sargassum horneri",0
"9086",2006,"40_I","AQUE_1","Sargassum horneri",0
"9087",2007,"40_I","AQUE_1","Sargassum horneri",0
"9088",2008,"40_I","AQUE_1","Sargassum horneri",0
"9089",2009,"40_I","AQUE_1","Sargassum horneri",0
"9090",2010,"40_I","AQUE_1","Sargassum horneri",0
"9091",2011,"40_I","AQUE_1","Sargassum horneri",0
"9092",2012,"40_I","AQUE_1","Sargassum horneri",0
"9093",2013,"40_I","AQUE_1","Sargassum horneri",0
"9094",2014,"40_I","AQUE_1","Sargassum horneri",0
"9095",2015,"40_I","AQUE_1","Sargassum horneri",0
"9096",2016,"40_I","AQUE_1","Sargassum horneri",0
"9097",2017,"40_I","AQUE_1","Sargassum horneri",0
"9098",2018,"40_I","AQUE_1","Sargassum horneri",0
"9099",2019,"40_I","AQUE_1","Sargassum horneri",0
"9100",2020,"40_I","AQUE_1","Sargassum horneri",0
"9101",2021,"40_I","AQUE_1","Sargassum horneri",0
"9102",2022,"40_I","AQUE_1","Sargassum horneri",0
"9103",2001,"40_O","AQUE_1","Sargassum horneri",0
"9104",2002,"40_O","AQUE_1","Sargassum horneri",0
"9105",2003,"40_O","AQUE_1","Sargassum horneri",0
"9106",2004,"40_O","AQUE_1","Sargassum horneri",0
"9107",2005,"40_O","AQUE_1","Sargassum horneri",0
"9108",2006,"40_O","AQUE_1","Sargassum horneri",0
"9109",2007,"40_O","AQUE_1","Sargassum horneri",0
"9110",2008,"40_O","AQUE_1","Sargassum horneri",0
"9111",2009,"40_O","AQUE_1","Sargassum horneri",0
"9112",2010,"40_O","AQUE_1","Sargassum horneri",0
"9113",2011,"40_O","AQUE_1","Sargassum horneri",0
"9114",2012,"40_O","AQUE_1","Sargassum horneri",0
