"reach","urbanized","restored","water","observation_date","observer_intitials","transect","location","time_start","time_end","common_name","scientific_name","quantity","surveys_notes","surveys_observation_notes"
"Tonto","NonUrban","NotRestored","Perennial",2022-06-16,"JRH,JAB","downstream","center","07:34:00","07:45:00",NA,NA,NA,"91F; snake shed in plot",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-06-16,"JRH,JAB","downstream","south","07:48:00","08:00:00",NA,NA,NA,"91F; truck drove through plot right before survey",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-06-16,"JRH,JAB","midstream","center","08:10:00","08:24:00","Unidentified Lizard",NA,1,"94F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-06-16,"JRH,JAB","midstream","center","08:10:00","08:24:00","Tiger Whiptail ","Aspidoscelis tigris",2,"94F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-06-16,"JRH,JAB","upstream","south","08:42:00","08:55:00","Common Side-blotched Lizard","Uta stansburiana",3,"97F","YOY"
"Tonto","NonUrban","NotRestored","Perennial",2022-06-16,"JRH,JAB","upstream","center","08:59:00","09:09:00",NA,NA,NA,"99F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-06-16,"JRH,JAB","upstream","north","09:14:00","09:26:00","Tiger Whiptail ","Aspidoscelis tigris",2,"100F",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","midstream","south","06:27:00","06:42:00",NA,NA,NA,"73F",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","midstream","center","06:45:00","06:58:00","Common Side-blotched Lizard","Uta stansburiana",1,"74F","YOY"
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","upstream","south","07:03:00","07:41:00","Common Side-blotched Lizard","Uta stansburiana",4,"75F","1 adult male; 2 YOY; 1 unsexed"
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","upstream","south","07:03:00","07:41:00","Zebra-tailed Lizard","Callisaurus draconoides",1,"75F",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","upstream","center","07:49:00","08:02:00","Common Side-blotched Lizard","Uta stansburiana",1,"82F; Bee hive 5m south of plot","YOY"
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","upstream","center","07:49:00","08:02:00","Tiger Whiptail ","Aspidoscelis tigris",1,"82F; Bee hive 5m south of plot","After survey"
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","upstream","north","08:11:00","08:24:00","Common Side-blotched Lizard","Uta stansburiana",2,"84F. Night hawk in plot with hatchlings","YOY"
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","midstream","north","08:30:00","08:50:00","Tiger Whiptail ","Aspidoscelis tigris",1,"86F",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","midstream","north","08:30:00","08:50:00","Zebra-tailed Lizard","Callisaurus draconoides",1,"86F",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","downstream","north","09:01:00","09:12:00","Common Side-blotched Lizard","Uta stansburiana",3,"88F","YOY"
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","downstream","center","09:17:00","09:28:00","Common Side-blotched Lizard","Uta stansburiana",1,"90F","YOY"
"Ave67","Urban","NotRestored","Ephemeral",2022-06-19,"JAB,JRH","downstream","south","09:37:00","09:50:00",NA,NA,NA,"91F",NA
"Price","Urban","NotRestored","Perennial",2022-06-20,"JRH,JAB","upstream","north","06:17:00","06:27:00",NA,NA,NA,"77F partly cloudy",NA
"Price","Urban","NotRestored","Perennial",2022-06-20,"JRH,JAB","upstream","center","06:35:00","06:45:00",NA,NA,NA,"77F",NA
"Price","Urban","NotRestored","Perennial",2022-06-20,"JRH,JAB","upstream","south","06:54:00","07:04:00",NA,NA,NA,"80F",NA
"Price","Urban","NotRestored","Perennial",2022-06-20,"JRH,JAB","midstream","south","07:09:00","07:21:00",NA,NA,NA,"80F",NA
"Price","Urban","NotRestored","Perennial",2022-06-20,"JRH,JAB","midstream","center","07:26:00","07:38:00",NA,NA,NA,"81F",NA
"Price","Urban","NotRestored","Perennial",2022-06-20,"JRH,JAB","midstream","north","07:48:00","07:58:00",NA,NA,NA,"83F",NA
"Price","Urban","NotRestored","Perennial",2022-06-20,"JRH,JAB","downstream","north","08:11:00","08:22:00","Common Side-blotched Lizard","Uta stansburiana",2,"85F","juvenile and YOY"
"Price","Urban","NotRestored","Perennial",2022-06-20,"JRH,JAB","downstream","center","08:23:00","08:37:00","Tiger Whiptail ","Aspidoscelis tigris",1,"85F",NA
"Price","Urban","NotRestored","Perennial",2022-06-20,"JRH,JAB","downstream","south","08:41:00","08:55:00",NA,NA,NA,"87F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","upstream","south","07:33:00","07:45:00","Common Side-blotched Lizard","Uta stansburiana",3,"75° F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","upstream","center","07:47:00","08:00:00","Common Side-blotched Lizard","Uta stansburiana",3,"78° F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","upstream","north","08:04:00","08:17:00",NA,NA,NA,"People walk through plot",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","midstream","north","08:27:00","08:38:00","Zebra-tailed Lizard","Callisaurus draconoides",2,"Truck drives by; a lot of insects in plot; UTST chased CADR yoy off plot","1 yoy & 1 adult"
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","midstream","north","08:27:00","08:38:00","Common Side-blotched Lizard","Uta stansburiana",4,"Truck drives by; a lot of insects in plot; UTST chased CADR yoy off plot",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","downstream","north","09:04:00","09:18:00","Common Side-blotched Lizard","Uta stansburiana",1,"81° F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","downstream","center","09:22:00","09:32:00","Zebra-tailed Lizard","Callisaurus draconoides",1,"82° F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","downstream","center","09:22:00","09:32:00","Common Side-blotched Lizard","Uta stansburiana",1,"82° F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","downstream","center","09:22:00","09:32:00","Ornate Tree Lizard","Urosaurus ornata",1,"82° F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","downstream","south","09:35:00","09:45:00","Common Side-blotched Lizard","Uta stansburiana",4,"82° F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","midstream","center","09:50:00","10:02:00","Common Side-blotched Lizard","Uta stansburiana",4,"82° F",NA
"Tonto","NonUrban","NotRestored","Perennial",2022-09-22,"JAB,JRH,SAH","midstream","south","10:08:00","10:18:00","Common Side-blotched Lizard","Uta stansburiana",2,"86° F",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","upstream","south","08:08:00","08:22:00",NA,NA,NA,"81°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","midstream","south","08:40:00","08:53:00","Ornate Tree Lizard","Urosaurus ornata",1,"82°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","downstream","south","08:59:00","09:17:00","Tiger Whiptail ","Aspidoscelis tigris",1,"87°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","downstream","south","08:59:00","09:17:00","Common Side-blotched Lizard","Uta stansburiana",1,"87°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","downstream","south","08:59:00","09:17:00","Ornate Tree Lizard","Urosaurus ornata",2,"87°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","downstream","north","09:34:00","09:48:00","Common Side-blotched Lizard","Uta stansburiana",2,"89°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","downstream","north","09:34:00","09:48:00","Unidentified Lizard",NA,1,"89°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","downstream","north","09:34:00","09:48:00","Tiger Whiptail ","Aspidoscelis tigris",2,"89°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","downstream","center","09:56:00","10:11:00","Ornate Tree Lizard","Urosaurus ornata",1,"93°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","midstream","center","10:20:00","10:39:00","Ornate Tree Lizard","Urosaurus ornata",2,"95°; sunny","1 adult; 1 yoy"
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","midstream","center","10:20:00","10:39:00","Common Side-blotched Lizard","Uta stansburiana",1,"95°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","upstream","center","10:51:00","11:06:00","Common Side-blotched Lizard","Uta stansburiana",1,"96°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","upstream","center","10:51:00","11:06:00","Ornate Tree Lizard","Urosaurus ornata",2,"96°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","upstream","center","10:51:00","11:06:00","Unidentified Lizard",NA,1,"96°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","upstream","north","11:11:00","11:23:00",NA,NA,NA,"98°; sunny",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","midstream","north","11:28:00","11:41:00","Unidentified Lizard",NA,1,"98°; partly cloudy",NA
"BM","Urban","Restored","Perennial",2022-09-25,"JAB,JRH,SAH","midstream","north","11:28:00","11:41:00","Zebra-tailed Lizard","Callisaurus draconoides",1,"98°; partly cloudy",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","upstream","south","07:40:00","07:53:00","Rio Grande Leopard Frog","Lithobates berlandieri",1,"88°; Snake skin shed found; person walked up and talked",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","upstream","south","07:40:00","07:53:00","Common Side-blotched Lizard","Uta stansburiana",2,"88°; Snake skin shed found; person walked up and talked",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","upstream","south","07:40:00","07:53:00","American Bullfrog","Lithobates catesbeiana",3,"88°; Snake skin shed found; person walked up and talked",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","downstream","south","08:09:00","08:20:00",NA,NA,NA,"88°",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","downstream","center","08:22:00","08:36:00","Common Side-blotched Lizard","Uta stansburiana",2,"90°",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","midstream","south","08:41:00","08:52:00","American Bullfrog","Lithobates catesbeiana",2,"90°",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","midstream","south","08:41:00","08:52:00","Common Side-blotched Lizard","Uta stansburiana",3,"90°",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","midstream","center","09:25:00","09:36:00",NA,NA,NA,"91°",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","downstream","north","09:44:00","09:55:00",NA,NA,NA,"91°; Tree fallen in middle of plot",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","midstream","north","10:02:00","10:13:00",NA,NA,NA,"95°",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","upstream","north","10:29:00","10:38:00",NA,NA,NA,"95°",NA
"Rio","Urban","Restored","Perennial",2022-09-26,"JAB,JRH,SAH","upstream","center","10:55:00","11:05:00","American Bullfrog","Lithobates catesbeiana",1,"97°",NA
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","downstream","south","07:20:00","07:27:00",NA,NA,NA,"77°",NA
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","downstream","center","07:30:00","07:41:00",NA,NA,NA,"77°",NA
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","midstream","center","07:44:00","07:53:00",NA,NA,NA,"78°",NA
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","midstream","south","07:55:00","08:06:00","Unidentified Lizard",NA,1,"88°",NA
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","upstream","south","08:11:00","08:22:00",NA,NA,NA,"81°",NA
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","upstream","center","08:24:00","08:35:00","Common Side-blotched Lizard","Uta stansburiana",1,"81°",NA
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","upstream","north","08:38:00","08:50:00","Unidentified Lizard",NA,1,"82°",NA
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","midstream","north","08:56:00","09:10:00","Common Side-blotched Lizard","Uta stansburiana",1,"83°",NA
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","midstream","north","08:56:00","09:10:00","Mediterranean House Gecko","Hemidactylus turcicus",3,"83°","2 Adults & 1 yoy"
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","downstream","north","09:21:00","09:34:00","Common Side-blotched Lizard","Uta stansburiana",2,"84°; AMKE perched south of start point",NA
"Ave35","Urban","NotRestored","Ephemeral",2022-09-28,"JAB,SAH","downstream","north","09:21:00","09:34:00","Unidentified Lizard",NA,1,"84°; AMKE perched south of start point",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-09-29,"JAB,SAH","downstream","south","07:30:00","07:43:00",NA,NA,NA,"73°; Dog barking to South",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-09-29,"JAB,SAH","downstream","center","07:47:00","07:56:00",NA,NA,NA,"74°",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-09-29,"JAB,SAH","downstream","north","08:05:00","08:15:00","Common Side-blotched Lizard","Uta stansburiana",1,"75°",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-09-29,"JAB,SAH","midstream","north","08:27:00","08:39:00","Common Side-blotched Lizard","Uta stansburiana",1,"77°",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-09-29,"JAB,SAH","upstream","north","08:44:00","09:00:00","Common Side-blotched Lizard","Uta stansburiana",1,"79°",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-09-29,"JAB,SAH","upstream","center","09:03:00","09:14:00","Common Side-blotched Lizard","Uta stansburiana",3,"81°",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-09-29,"JAB,SAH","upstream","south","09:19:00","09:35:00","Common Side-blotched Lizard","Uta stansburiana",4,"82°; Several UTST seen slightly off plot and a few lack blotches (3-4)",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-09-29,"JAB,SAH","midstream","center","09:42:00","09:53:00",NA,NA,NA,"84°; Three UTST seen slightly off plot",NA
"Ave67","Urban","NotRestored","Ephemeral",2022-09-29,"JAB,SAH","midstream","south","09:55:00","10:05:00","Common Side-blotched Lizard","Uta stansburiana",2,"84°; Construction happening south of plot",NA
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","downstream","center","00:00:00","00:00:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","upstream","center","07:34:00","07:44:00",NA,NA,NA,"75°; South of encampment",NA
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","upstream","north","07:44:00","07:44:00",NA,NA,NA,"Encampment over point; Skip/Drop transect",NA
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","midstream","north","07:52:00","08:04:00",NA,NA,NA,"79°; A lot of trash just to East; Walked through transect earlier",NA
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","midstream","center","08:04:00","08:04:00",NA,NA,NA,"Encampment over point; Skip/Drop transect",NA
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","midstream","south","08:24:00","08:37:00",NA,NA,NA,"79°; Walked through plot",NA
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","downstream","center","08:50:00","08:59:00","American Bullfrog","Lithobates catesbeiana",1,"81°",NA
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","downstream","north","09:04:00","09:14:00",NA,NA,NA,"81°",NA
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","downstream","south","09:44:00","09:58:00","Ornate Tree Lizard","Urosaurus ornata",1,"82°","yoy"
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","downstream","south","09:44:00","09:58:00","Mediterranean House Gecko","Hemidactylus turcicus",1,"82°",NA
"Priest","Urban","NotRestored","Perennial",2022-10-05,"JAB,JRH,SAH","upstream","south","10:16:00","10:24:00",NA,NA,NA,"82°",NA
"Price","Urban","NotRestored","Perennial",2022-10-06,"JAB,JRH,SAH","midstream","south","07:27:00","07:40:00",NA,NA,NA,"73°",NA
"Price","Urban","NotRestored","Perennial",2022-10-06,"JAB,JRH,SAH","downstream","south","07:46:00","07:56:00",NA,NA,NA,"75°",NA
"Price","Urban","NotRestored","Perennial",2022-10-06,"JAB,JRH,SAH","downstream","center","07:59:00","08:10:00",NA,NA,NA,"77°",NA
"Price","Urban","NotRestored","Perennial",2022-10-06,"JAB,JRH,SAH","downstream","north","08:16:00","08:24:00",NA,NA,NA,"77°",NA
"Price","Urban","NotRestored","Perennial",2022-10-06,"JAB,JRH,SAH","midstream","center","08:30:00","08:43:00",NA,NA,NA,"78°",NA
"Price","Urban","NotRestored","Perennial",2022-10-06,"JAB,JRH,SAH","midstream","north","08:58:00","09:07:00",NA,NA,NA,"80°",NA
"Price","Urban","NotRestored","Perennial",2022-10-06,"JAB,JRH,SAH","upstream","north","09:20:00","09:31:00",NA,NA,NA,"81°; Significant amount of trash since last season",NA
"Price","Urban","NotRestored","Perennial",2022-10-06,"JAB,JRH,SAH","upstream","center","09:39:00","09:49:00",NA,NA,NA,"81°",NA
"Price","Urban","NotRestored","Perennial",2022-10-06,"JAB,JRH,SAH","upstream","south","09:52:00","10:04:00","Unidentified Lizard",NA,2,"81°","Both moved too quickly to be identified"
"Price","Urban","NotRestored","Perennial",2022-10-06,"JAB,JRH,SAH","upstream","south","09:52:00","10:04:00","Common Side-blotched Lizard","Uta stansburiana",1,"81°",NA
"BM","Urban","Restored","Perennial",2023-06-18,"JRH,SAH","upstream","south","06:23:00","06:38:00",NA,NA,NA,"76ºF; clear.",NA
"BM","Urban","Restored","Perennial",2023-06-18,"JRH,SAH","midstream","south","06:46:00","07:01:00","Common Side-blotched Lizard","Uta stansburiana",1,"79ºF; clear.",NA
"BM","Urban","Restored","Perennial",2023-06-18,"JRH,SAH","downstream","south","07:06:00","07:29:00","Desert Spiny Lizard","Sceloporus magister",1,"80ºF; clear.","Found in tree"
"BM","Urban","Restored","Perennial",2023-06-18,"JRH,SAH","downstream","north","07:45:00","07:56:00","Tiger Whiptail ","Aspidoscelis tigris",1,"82ºF; clear.",NA
"BM","Urban","Restored","Perennial",2023-06-18,"JRH,SAH","midstream","north","08:11:00","08:22:00",NA,NA,NA,"86ºF; clear.",NA
"BM","Urban","Restored","Perennial",2023-06-18,"JRH,SAH","upstream","north","08:29:00","08:44:00","Tiger Whiptail ","Aspidoscelis tigris",1,"88ºF; clear.",NA
"BM","Urban","Restored","Perennial",2023-06-18,"JRH,SAH","upstream","center","08:52:00","09:02:00",NA,NA,NA,"89ºF; clear.",NA
"BM","Urban","Restored","Perennial",2023-06-18,"JRH,SAH","midstream","center","09:14:00","09:22:00",NA,NA,NA,"90ºF; clear.",NA
"BM","Urban","Restored","Perennial",2023-06-18,"JRH,SAH","downstream","center","09:30:00","09:45:00","Desert Spiny Lizard","Sceloporus magister",1,"92ºF; clear.",NA
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","midstream","center","06:31:00","06:45:00","Common Side-blotched Lizard","Uta stansburiana",1,"78ºF",NA
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","midstream","north","06:50:00","07:05:00",NA,NA,NA,"80ºF",NA
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","upstream","north","07:13:00","07:29:00","Common Side-blotched Lizard","Uta stansburiana",3,"82ºF","2 yoy & 1 adult"
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","upstream","center","07:34:00","07:52:00","Unidentified Lizard",NA,1,"83ºF","Moved too quickly to ID"
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","upstream","center","07:34:00","07:52:00","Common Side-blotched Lizard","Uta stansburiana",2,"83ºF","1 yoy & 1 adult"
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","upstream","south","08:00:00","08:18:00","Tiger Whiptail ","Aspidoscelis tigris",2,"85ºF","Adults. Appeared to be mating."
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","upstream","south","08:00:00","08:18:00","Common Side-blotched Lizard","Uta stansburiana",1,"85ºF",NA
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","midstream","south","08:25:00","08:39:00","Common Side-blotched Lizard","Uta stansburiana",2,"86ºF","Adults"
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","downstream","south","08:54:00","09:03:00","Common Side-blotched Lizard","Uta stansburiana",1,"89ºF",NA
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","downstream","center","09:06:00","09:15:00",NA,NA,NA,"89ºF",NA
"Ave67","Urban","NotRestored","Ephemeral",2023-06-19,"JRH,SAH","downstream","north","09:17:00","09:23:00",NA,NA,NA,"90ºF",NA
"Ave35","Urban","NotRestored","Ephemeral",2023-06-21,"JRH,SAH","midstream","center","06:23:00","06:34:00",NA,NA,NA,"75ºF",NA
"Ave35","Urban","NotRestored","Ephemeral",2023-06-21,"JRH,SAH","midstream","south","06:36:00","06:46:00",NA,NA,NA,"77ºF",NA
"Ave35","Urban","NotRestored","Ephemeral",2023-06-21,"JRH,SAH","downstream","south","06:51:00","07:02:00",NA,NA,NA,"78ºF",NA
"Ave35","Urban","NotRestored","Ephemeral",2023-06-21,"JRH,SAH","downstream","center","07:04:00","07:16:00","Common Side-blotched Lizard","Uta stansburiana",2,"79ºF","2 yoy"
"Ave35","Urban","NotRestored","Ephemeral",2023-06-21,"JRH,SAH","downstream","north","07:20:00","07:35:00","Unidentified Lizard",NA,1,"80ºF","hid under rocks and could not be flushed/stayed hidden"
"Ave35","Urban","NotRestored","Ephemeral",2023-06-21,"JRH,SAH","midstream","north","07:42:00","07:54:00","Common Side-blotched Lizard","Uta stansburiana",1,"82ºF",NA
"Ave35","Urban","NotRestored","Ephemeral",2023-06-21,"JRH,SAH","upstream","north","08:01:00","08:12:00",NA,NA,NA,"84ºF",NA
"Ave35","Urban","NotRestored","Ephemeral",2023-06-21,"JRH,SAH","upstream","center","08:14:00","08:29:00","Common Side-blotched Lizard","Uta stansburiana",1,"85ºF",NA
"Ave35","Urban","NotRestored","Ephemeral",2023-06-21,"JRH,SAH","upstream","south","08:31:00","08:42:00",NA,NA,NA,"86ºF",NA
"Rio","Urban","Restored","Perennial",2023-06-22,"SAH,JRH","downstream","south","06:22:00","06:31:00",NA,NA,NA,"75ºF",NA
"Rio","Urban","Restored","Perennial",2023-06-22,"SAH,JRH","downstream","center","06:32:00","06:44:00","Common Side-blotched Lizard","Uta stansburiana",1,"76ºF",NA
"Rio","Urban","Restored","Perennial",2023-06-22,"SAH,JRH","midstream","south","06:53:00","07:06:00",NA,NA,NA,"78ºF",NA
"Rio","Urban","Restored","Perennial",2023-06-22,"SAH,JRH","upstream","south","07:16:00","07:33:00","Common Side-blotched Lizard","Uta stansburiana",1,"78ºF","yoy"
"Rio","Urban","Restored","Perennial",2023-06-22,"SAH,JRH","midstream","center","07:57:00","08:13:00","Ornate Tree Lizard","Urosaurus ornata",1,"80ºF",NA
"Rio","Urban","Restored","Perennial",2023-06-22,"SAH,JRH","downstream","north","08:22:00","08:32:00",NA,NA,NA,"82ºF",NA
"Rio","Urban","Restored","Perennial",2023-06-22,"SAH,JRH","midstream","north","08:44:00","08:56:00","Ornate Tree Lizard","Urosaurus ornata",1,"83ºF",NA
"Rio","Urban","Restored","Perennial",2023-06-22,"SAH,JRH","upstream","north","09:10:00","09:20:00",NA,NA,NA,"85ºF",NA
"Rio","Urban","Restored","Perennial",2023-06-22,"SAH,JRH","upstream","center","09:24:00","09:40:00","Ornate Tree Lizard","Urosaurus ornata",1,"86ºF. Riverbed dry",NA
"Price","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","downstream","south","06:48:00","06:59:00",NA,NA,NA,"80ºF",NA
"Price","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","downstream","center","07:05:00","07:22:00",NA,NA,NA,"82ºF",NA
"Price","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","downstream","north","07:28:00","07:40:00",NA,NA,NA,"84ºF",NA
"Price","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","midstream","south","07:54:00","08:04:00",NA,NA,NA,"85ºF",NA
"Price","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","midstream","center","08:08:00","08:21:00",NA,NA,NA,"86ºF",NA
"Price","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","midstream","north","08:37:00","08:45:00","American Bullfrog","Lithobates catesbeiana",1,"89ºF",NA
"Price","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","upstream","north","09:09:00","09:19:00",NA,NA,NA,"92ºF",NA
"Price","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","upstream","center","09:31:00","09:44:00",NA,NA,NA,"92ºF",NA
"Price","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","upstream","south","09:47:00","09:56:00",NA,NA,NA,"93ºF",NA
"Priest","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","midstream","north","06:30:00","06:40:00",NA,NA,NA,"81ºF",NA
"Priest","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","midstream","center","06:43:00","06:55:00",NA,NA,NA,"81ºF",NA
"Priest","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","upstream","north","07:04:00","07:19:00",NA,NA,NA,"83ºF",NA
"Priest","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","upstream","center","07:22:00","07:34:00",NA,NA,NA,"84ºF",NA
"Priest","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","midstream","south","07:47:00","07:57:00",NA,NA,NA,"87ºF",NA
"Priest","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","downstream","center","08:12:00","08:27:00",NA,NA,NA,"88ºF",NA
"Priest","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","downstream","north","08:33:00","08:42:00",NA,NA,NA,"90ºF",NA
"Priest","Urban","NotRestored","Perennial",2023-06-26,"SAH,JRH","downstream","south","09:09:00","09:23:00",NA,NA,NA,"93ºF",NA
